,college,State,City,Is Open Admission,Has Data,Average GPA,GPA Standard Deviation,Acceptance Rate,SAT Reading 25th,SAT Math 25th,SAT Composite 25th,SAT Reading 75th,SAT Math 75th,SAT Composite 75th,Average SAT Score,1st Rank SAT,2nd Rank SAT,3rd Rank SAT,4th Rank SAT,5th Rank SAT,ACT Reading SAT25th,ACT Math 25th,ACT Composite 25th,ACT Reading 75th,ACT Math 75th,ACT Composite 75th,Average ACT Score,1st Rank ACT,2nd Rank ACT,3rd Rank ACT,4th Rank ACT,5th Rank ACT,Average Class Rank,Class Rank Standard Deviation,1st Rank SAT Level,2nd Rank SAT Level,3rd Rank SAT Level,4th Rank SAT Level,1st Rank ACT Level,2nd Rank ACT Level,3rd Rank ACT Level,4th Rank ACT Level,Test Scores,High School GPA,High School Class Rank,Completion of College Preparatory Program,Recommendations,Demonstration of Competencies,AP Credit,Dual Credit,Credit for Life Experiences
1947,University of Western States,Oregon,Portland,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.14774081796739,12.955840416201733,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1948,University of Wisconsin-Madison,Wisconsin,Madison,False,True,3.818,0.522,54.4,630,670,1300,700,780,1480,1390,67,54,41,29,29,26,26,27,34,31,32,29,69,54,43,33,33,85.517,0.47100000000000003,1480,1390,1300,1210,32,29,27,25,Required,Required,Recommended,Required,Required,Neither required nor recommended,Yes,Yes,No
1949,University of Wyoming,Wyoming,Laramie,False,True,3.495,0.544,96,540,520,1060,640,640,1280,1170,98,96,93,89,89,21,21,22,27,27,28,25,98,96,93,89,89,70.167,0.41400000000000003,1280,1170,1060,950,28,25,22,19,Required,Required,Neither required nor recommended,Required,Neither required nor recommended,Neither required nor recommended,Yes,Yes,Yes
1950,Upper Iowa University,Iowa,Fayette,False,True,3.303,0.526,51.3,480,500,980,580,580,1160,1070,64,51,38,26,26,17,18,19,23,24,23,21,64,51,38,26,26,63.046,0.509,1160,1070,980,890,23,21,19,17,Required,Required,Considered but not required,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Yes,Yes,Yes
1951,Urban College of Boston,Massachusetts,Boston,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.046,0.509,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1952,Ursinus College,Pennsylvania,Collegeville,False,True,3.565,0.452,79.1,580,570,1150,670,680,1350,1250,86,79,69,57,57,23,24,24,32,29,30,27,86,79,69,57,57,79.401,0.47500000000000003,1350,1250,1150,1050,30,27,24,21,Considered but not required,Required,Recommended,Required,Required,Neither required nor recommended,Yes,No,No
1953,Ursuline College,Ohio,Pepper Pike,False,True,3.375,0.489,85.3,483,470,953,558,548,1106,1030,91,85,77,66,66,17,16,17,23,23,23,20,91,85,77,66,66,66.855,0.506,1106,1029,953,877,23,20,17,14,Required,Required,Considered but not required,Considered but not required,Considered but not required,Neither required nor recommended,Yes,Yes,Yes
1954,Uta Mesivta of Kiryas Joel,New York,Monroe,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.855,0.506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1955,Utah State University,Utah,Logan,False,True,3.4939999999999998,0.547,91,530,520,1050,660,650,1310,1180,95,91,86,78,78,20,19,21,29,27,28,24,95,91,87,80,80,67.147,0.537,1310,1180,1050,920,28,24,21,18,Required,Required,Considered but not required,Required,Neither required nor recommended,Neither required nor recommended,Yes,Yes,No
1956,Utah Valley University,Utah,Orem,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.147,0.537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1957,Valdosta State University,Georgia,Valdosta,False,True,3.215,0.454,57.2,510,480,990,590,550,1140,1070,69,57,44,31,31,18,17,19,23,22,23,21,69,57,44,31,31,65.71302708651503,11.766947030797452,1140,1065,990,915,23,21,19,17,Required,Required,Neither required nor recommended,Required,Neither required nor recommended,Neither required nor recommended,Yes,Yes,Yes
1958,Valencia College,Florida,Orlando,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.71302708651503,11.766947030797452,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1959,Valley City State University,North Dakota,Valley City,False,True,3.236,0.554,76.2,480,468,948,550,540,1090,1020,84,76,65,52,52,16,18,18,23,25,24,21,84,76,65,52,52,58.008,0.579,1090,1019,948,877,24,21,18,15,Required,Required,Recommended,Required,Neither required nor recommended,Neither required nor recommended,Yes,Yes,No
1960,Valley College-Beckley,West Virginia,Beckley,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.008,0.579,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1961,Valley College-Martinsburg,West Virginia,Martinsburg,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.008,0.579,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1962,Valley Forge Military College,Pennsylvania,Wayne,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.008,0.579,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1963,Valparaiso University,Indiana,Valparaiso,False,True,3.552,0.458,85.8,540,530,1070,640,650,1290,1180,91,86,78,68,68,21,22,22,29,28,29,25,92,86,80,71,71,78.169,0.466,1290,1180,1070,960,29,25,22,19,Required,Recommended,Recommended,Recommended,Recommended,Recommended,Yes,No,No
1964,Vance-Granville Community College,North Carolina,Henderson,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.169,0.466,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1965,Vanderbilt University,Tennessee,Nashville,False,True,3.7,0.47500000000000003,9.1,710,750,1460,760,800,1560,1510,14,9,5,3,3,34,31,33,36,35,35,34,14,9,5,3,3,92.102,0.513,1560,1510,1460,1410,35,34,33,32,Required,Required,Recommended,Required,Recommended,Required,Yes,Yes,No
1966,VanderCook College of Music,Illinois,Chicago,False,True,3.502,0.5750000000000001,85.2,488,485,973,550,575,1125,1050,91,85,77,66,66,14,14,13,23,19,21,17,91,85,77,66,66,75.431,0.586,1125,1049,973,897,21,17,13,9,Required,Required,Considered but not required,Considered but not required,Required,Required,Yes,Yes,No
1967,Vanguard University of Southern California,California,Costa Mesa,False,True,3.207,0.402,49.4,490,480,970,590,570,1160,1070,62,49,36,25,25,N/A,N/A,18,N/A,N/A,24,21,62,49,36,25,25,66.721,0.601,1160,1065,970,875,24,21,18,15,Required,Required,Recommended,Recommended,Considered but not required,Neither required nor recommended,Yes,Yes,Yes
1968,Vassar College,New York,Poughkeepsie,False,True,3.714,0.592,23.7,680,690,1370,750,770,1520,1450,35,24,16,10,10,32,28,31,35,33,34,32,39,24,18,13,13,89.036,0.47200000000000003,1520,1445,1370,1295,34,32,31,30,Required,Recommended,Recommended,Required,Required,Neither required nor recommended,Yes,No,No
1969,Ventura College,California,Ventura,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.036,0.47200000000000003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1970,Vermilion Community College,Minnesota,Ely,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.036,0.47200000000000003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1971,Vernon College,Texas,Vernon,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.036,0.47200000000000003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1972,Vet Tech Institute,Pennsylvania,Pittsburgh,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.036,0.47200000000000003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1973,Victor Valley College,California,Victorville,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.036,0.47200000000000003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1974,Victoria College,Texas,Victoria,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.036,0.47200000000000003,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1975,Villanova University,Pennsylvania,Villanova,False,True,3.722,0.485,28.2,650,670,1320,710,760,1470,1400,40,28,19,12,12,32,28,31,35,32,34,32,44,28,21,16,16,86.445,0.483,1470,1395,1320,1245,34,32,31,30,Required,Required,Recommended,Required,Required,Neither required nor recommended,Yes,Yes,No
1976,Vincennes University,Indiana,Vincennes,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.445,0.483,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1977,Virginia Commonwealth University,Virginia,Richmond,False,True,3.505,0.526,87.1,550,520,1070,640,620,1260,1170,92,87,80,70,70,21,19,21,29,26,28,24,92,87,81,73,73,70.871,0.47900000000000004,1260,1165,1070,975,28,24,21,18,Required,Required,Considered but not required,Recommended,Recommended,Required,Yes,Yes,No
1978,Virginia Highlands Community College,Virginia,Abingdon,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.871,0.47900000000000004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1979,Virginia Military Institute,Virginia,Lexington,False,True,3.594,0.546,59.5,550,540,1090,640,630,1270,1180,72,60,47,34,34,21,22,21,26,26,28,24,73,60,49,38,38,71.767,0.439,1270,1180,1090,1000,28,24,21,18,Required,Recommended,Recommended,Required,Neither required nor recommended,Neither required nor recommended,Yes,Yes,No
1980,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,False,True,3.768,0.531,70,590,590,1180,680,710,1390,1290,80,70,58,45,45,24,25,25,32,30,31,28,80,70,58,45,45,82.616,0.399,1390,1285,1180,1075,31,28,25,22,Required,Required,Neither required nor recommended,Considered but not required,Neither required nor recommended,Neither required nor recommended,Yes,Yes,No
1981,Virginia State University,Virginia,Petersburg,False,True,2.971,0.502,95,430,400,830,510,500,1010,920,97,95,92,87,87,14,15,15,19,18,20,17,97,95,93,89,89,55.687,0.465,1010,920,830,740,20,17,15,13,Required,Required,Recommended,Recommended,Required,Neither required nor recommended,Yes,Yes,Yes
1982,Virginia Union University,Virginia,Richmond,False,True,2.846,0.523,63.1,400,370,770,470,459,929,850,74,63,50,37,37,12,14,14,16,17,17,15,78,63,54,46,46,33.885,0.422,929,849,770,691,17,15,14,13,Considered but not required,Required,Recommended,Recommended,Required,Neither required nor recommended,Yes,Yes,No
1983,Virginia University of Lynchburg,Virginia,Lynchburg,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.885,0.422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1984,Virginia Western Community College,Virginia,Roanoke,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.885,0.422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1985,Viterbo University,Wisconsin,La Crosse,False,True,3.484,0.4,76.6,540,510,1050,640,630,1270,1160,85,77,66,54,54,20,19,21,25,25,25,23,85,77,66,54,54,70.006,0.444,1270,1160,1050,940,25,23,21,19,Required,Required,Recommended,Recommended,Recommended,Recommended,Yes,Yes,Yes
1986,W L Bonner College,South Carolina,Columbia,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.006,0.444,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1987,Wabash College,Indiana,Crawfordsville,False,True,3.589,0.514,64.2,560,560,1120,650,670,1320,1220,75,64,51,38,38,21,23,23,28,29,29,26,75,64,51,38,38,80.315,0.404,1320,1220,1120,1020,29,26,23,20,Required,Required,Recommended,Required,Considered but not required,Neither required nor recommended,Yes,Yes,No
1988,Wade College,Texas,Dallas,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.315,0.404,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1989,Wake Technical Community College,North Carolina,Raleigh,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.315,0.404,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1990,Walla Walla Community College,Washington,Walla Walla,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.315,0.404,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1991,Walsh University,Ohio,North Canton,False,True,3.376,0.533,76.2,460,495,955,600,610,1210,1080,84,76,65,52,52,17,18,19,25,25,26,22,85,76,67,56,56,68.045,0.47700000000000004,1210,1082,955,828,26,22,19,16,Considered but not required,Required,Neither required nor recommended,Recommended,Neither required nor recommended,Neither required nor recommended,Yes,Yes,Yes
1992,Warren County Community College,New Jersey,Washington,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.045,0.47700000000000004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1993,Warren Wilson College,North Carolina,Swannanoa,False,True,3.495,0.481,84.6,540,500,1040,695,620,1315,1180,91,85,77,66,66,22,18,21,29,29,29,25,91,85,77,66,66,70.986,0.589,1315,1177,1040,903,29,25,21,17,Considered but not required,Required,Considered but not required,Considered but not required,Considered but not required,Considered but not required,Yes,Yes,Yes
1994,Wartburg College,Iowa,Waverly,False,True,3.512,0.503,75.1,520,520,1040,620,600,1220,1130,84,75,64,51,51,20,20,21,26,26,26,23,85,75,66,56,56,71.073,0.559,1220,1130,1040,950,26,23,21,19,Required,Required,Required,Required,Required,Considered but not required,Yes,Yes,Yes
1995,Washington Adventist University,Maryland,Takoma Park,True,False,N/A,N/A,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.073,0.559,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1996,Washington and Lee University,Virginia,Lexington,False,True,3.862,0.636,18.6,670,690,1360,730,770,1500,1430,29,19,12,8,8,34,29,32,35,33,34,33,29,19,12,8,8,91.632,0.397,1500,1430,1360,1290,34,33,32,31,Required,Recommended,Recommended,Required,Required,Recommended,Yes,Yes,No
1997,Washington County Community College,Maine,Calais,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.632,0.397,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1998,Washington State Community College,Ohio,Marietta,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.632,0.397,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1999,Washington State University,Washington,Pullman,False,True,3.338,0.59,75.8,510,510,1020,620,610,1230,1130,84,76,65,52,52,19,18,20,25,26,26,23,84,76,65,52,52,71.948,0.495,1230,1125,1020,915,26,23,20,17,Required,Required,Neither required nor recommended,Required,Neither required nor recommended,Neither required nor recommended,Yes,Yes,No
2000,Washington University in St Louis,Missouri,Saint Louis,False,True,3.922,0.543,13.9,720,760,1480,760,800,1560,1520,22,14,9,5,5,34,30,33,35,35,35,34,22,14,9,5,5,93.68,0.52,1560,1520,1480,1440,35,34,33,32,Required,Recommended,Recommended,Recommended,Required,Recommended,Yes,No,No
2001,Washtenaw Community College,Michigan,Ann Arbor,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.68,0.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2002,Waubonsee Community College,Illinois,Sugar Grove,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.68,0.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2003,Waukesha County Technical College,Wisconsin,Pewaukee,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,93.68,0.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2004,Wayland Baptist University,Texas,Plainview,False,True,3.2880000000000003,0.52,97.5,440,440,880,530,530,1060,970,98,97,95,92,92,14,16,16,22,23,22,19,98,97,95,92,92,59.91,0.4,1060,970,880,790,22,19,16,13,Required,Recommended,Required,Neither required nor recommended,Neither required nor recommended,Neither required nor recommended,Yes,Yes,Yes
2005,Wayne Community College,North Carolina,Goldsboro,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.91,0.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2006,Wayne County Community College District,Michigan,Detroit,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.91,0.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007,Wayne State College,Nebraska,Wayne,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.91,0.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2008,Wayne State University,Michigan,Detroit,False,True,3.261,0.488,73.1,510,500,1010,620,610,1230,1120,82,73,61,48,48,21,19,21,28,27,27,24,82,73,61,48,48,69.172,0.40900000000000003,1230,1120,1010,900,27,24,21,18,Required,Required,Neither required nor recommended,Recommended,Neither required nor recommended,Neither required nor recommended,Yes,Yes,No
2009,Waynesburg University,Pennsylvania,Waynesburg,False,True,3.545,0.429,92.5,480,470,950,590,560,1150,1050,96,93,89,82,82,16,17,18,23,23,23,20,96,93,90,85,85,70.479,0.516,1150,1050,950,850,23,20,18,16,Required,Required,Considered but not required,Required,Recommended,Neither required nor recommended,Yes,Yes,Yes
2010,Weatherford College,Texas,Weatherford,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.479,0.516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2011,Webber International University,Florida,Babson Park,False,True,3.252,0.427,42.2,460,440,900,530,520,1050,980,55,42,30,20,20,15,16,16,19,19,20,18,55,42,30,20,20,45.479,0.41600000000000004,1050,975,900,825,20,18,16,14,Required,Required,Recommended,Recommended,Recommended,Neither required nor recommended,Yes,Yes,No
2012,Weber State University,Utah,Ogden,True,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.479,0.41600000000000004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013,Webster University,Missouri,Saint Louis,False,True,3.433,0.41500000000000004,56.9,510,500,1010,640,610,1250,1130,69,57,44,31,31,21,18,21,29,26,27,24,69,57,44,31,31,67.884,0.465,1250,1130,1010,890,27,24,21,18,Required,Required,Recommended,Recommended,Required,Required,Yes,Yes,Yes
2014,Wellesley College,Massachusetts,Wellesley,False,True,3.864,0.5720000000000001,21.6,680,680,1360,750,780,1530,1450,32,22,14,9,9,33,28,31,35,33,34,32,36,22,17,12,12,9.757,0.436,1530,1445,1360,1275,34,32,31,30,Required,Recommended,Recommended,Recommended,Required,Considered but not required,Yes,Yes,No
2015,Wells College,New York,Aurora,False,True,3.416,0.441,83.2,480,470,950,630,610,1240,1100,89,83,74,63,63,18,15,18,23,18,22,20,89,83,74,63,63,75.804,0.578,1240,1095,950,805,22,20,18,16,Considered but not required,Recommended,Recommended,Required,Recommended,Neither required nor recommended,Yes,Yes,Yes
